+------------------------+----------------------------+----------------------------+------+---------+--------------------------------------------------------------------------------------+------------+-------------------------------------------------------------------------------+
| Batsman                | Fielder                    | Bowler                     | Runs | Related | Match                                                                                | Start Date | Venue                                                                         |
| Zulfiqar Ahmed         | Altaf Ahmed                | Sajjad Ahmed               | 57   | N       | Bahawalpur(2nd) v Peshawar                                                           | 1957-01-17 | Peshawar Club Ground, Peshawar                                                |
| Donald Smith           | Collie Smith               | Collie Smith               | 49   | N       | Duke of Norfolk's XI(1st) v Jamaica                                                  | 1957-03-02 | Sabina Park, Kingston                                                         |
| Gul Mohammad           | Khan Mohammad              | Khan Mohammad              | 19   | N       | Punjab(1st) v Karachi Whites                                                         | 1957-03-08 | Punjab University Ground, Lahore                                              |
| Aftab Ahmed            | Zulfiqar Ahmed             | Zulfiqar Ahmed             | 12   | N       | Karachi B(2nd) v Bahawalpur                                                          | 1957-10-18 | Bahawal Stadium, Bahawalpur                                                   |
| Prakash Nayudu         | CS Nayudu                  | SS Nayudu                  | 0    | Y       | Madhya Pradesh(2nd) v Uttar Pradesh                                                  | 1957-12-20 | Yeshwant Club Ground, Indore                                                  |
| Datta Gaekwad          | Hiralal Gaekwad            | Hiralal Gaekwad            | 3    | N       | Indian Board President's XI(1st) v Holkar                                            | 1958-01-25 | Yeshwant Club Ground, Indore                                                  |
| Raj Singh              | Hanumant Singh             | Hanumant Singh             | 2    | N       | Indian Board President's XI(2nd) v Holkar                                            | 1958-01-25 | Yeshwant Club Ground, Indore                                                  |
| Alan Smith             | Colin Smith                | Colin Smith                | 12   | N       | Oxford University(1st) v DR Jardine's XI                                             | 1958-07-05 | The Saffrons, Eastbourne                                                      |
| David Smith            | Donald Smith               | Donald Smith               | 17   | N       | Gloucestershire(1st) v Sussex                                                        | 1958-07-26 | Ashley Down Ground, Bristol                                                   |
| Shafaat Ahmed          | Altaf Ahmed                | Sajjad Ahmed               | 0    | N       | Rawalpindi(2nd) v Peshawar                                                           | 1958-12-30 | Pindi Club Ground, Rawalpindi                                                 |
| Gurcharan Singh        | Harpal Singh               | Harpal Singh               | 15   | N       | Patiala(2nd) v Eastern Punjab                                                        | 1958-12-31 | Baradari Ground, Patiala                                                      |
| Saeed Ahmed            | Saboor Ahmed               | Saboor Ahmed               | 56   | N       | Punjab University, Lahore(2nd) v Karachi University                                  | 1959-01-26 | Karachi Gymkhana Ground, Karachi                                              |
| Derek Morgan           | Michael Morgan             | Michael Morgan             | 3    | N       | Derbyshire(2nd) v Nottinghamshire                                                    | 1959-06-20 | Trent Bridge, Nottingham                                                      |
| Geoff Smith            | Edwin Smith                | Edwin Smith                | 17   | N       | Essex(1st) v Derbyshire                                                              | 1959-08-12 | Queen's Park, Chesterfield                                                    |
| Imtiaz Ahmed           | Iftikhar Ahmed             | Sajjad Ahmed               | 4    | N       | Combined Services(1st) v Peshawar                                                    | 1960-01-08 | Gymkhana Ground, Peshawar                                                     |
| Iftikhar Ahmed         | Imtiaz Ahmed               | Farooq Ahmed               | 0    | N       | Peshawar(1st) v Combined Services                                                    | 1960-01-08 | Gymkhana Ground, Peshawar                                                     |
| William Ghosh          | Harold Ghosh               | Harold Ghosh               | 5    | N       | Railways(1st) v Northern Punjab                                                      | 1960-12-02 | Gandhi Sports Complex Ground, Amritsar                                        |
| Tauqiruddin Ahmed      | Altaf Ahmed                | Sajjad Ahmed               | 6    | N       | Rawalpindi(1st) v Peshawar                                                           | 1961-11-25 | Pindi Club Ground, Rawalpindi                                                 |
| Hamid Butt             | Afzal Butt                 | Afzal Butt                 | 2    | N       | Combined Services(1st) v Rawalpindi                                                  | 1961-12-13 | Bagh-e-Jinnah, Lahore                                                         |
| Imtiaz Ahmed           | Shakoor Ahmed              | Farrukh Ahmed              | 6    | N       | North Zone(1st) v Lahore                                                             | 1962-03-16 | Gaddafi Stadium, Lahore                                                       |
| Brijinder Singh        | Gurcharan Singh            | Gurcharan Singh            | 38   | N       | Jammu and Kashmir(2nd) v Southern Punjab                                             | 1962-10-03 | Amar Singh Club Ground, Srinagar                                              |
| Gurcharan Singh        | Gurdip Singh               | Gurdip Singh               | 21   | N       | Southern Punjab(2nd) v Northern Punjab                                               | 1962-12-01 | Baradari Ground, Patiala                                                      |
| Altaf Ahmed            | Tauqiruddin Ahmed          | Tauqiruddin Ahmed          | 1    | N       | Peshawar(2nd) v Rawalpindi                                                           | 1962-12-08 | Gymkhana Ground, Peshawar                                                     |
| Aftab Ahmed            | Tauqiruddin Ahmed          | Maqsood Ahmed              | 12   | N       | Karachi B(1st) v Rawalpindi                                                          | 1962-12-13 | Pindi Club Ground, Rawalpindi                                                 |
| Imtiaz Khan            | Jahanzeb Khan              | Jahanzeb Khan              | 2    | N       | Peshawar(1st) v Peshawar University                                                  | 1964-11-27 | Peshawar Club Ground, Peshawar                                                |
| Anwar Khan             | Ahad Khan                  | Ahad Khan                  | 2    | N       | Dera Ismail Khan(2nd) v Railways                                                     | 1964-12-02 | Railways Moghalpura Institute Ground, Lahore                                  |
| Ijaz Hussain           | Munawwar Hussain           | Munawwar Hussain           | 0    | N       | Railways(1st) v Public Works Department                                              | 1964-12-22 | National Stadium, Karachi                                                     |
| Ijaz Malik             | Bashir Malik               | Bashir Malik               | 32   | N       | Lahore Greens(1st) v Multan                                                          | 1965-02-13 | Bagh-e-Jinnah, Lahore                                                         |
| Akash Lal              | Ganesh Lal                 | Ganesh Lal                 | 65   | N       | Delhi(2nd) v Northern Punjab                                                         | 1966-01-14 | Gandhi Stadium, Jalandhar                                                     |
| Saeed Ahmed            | Anwar Ahmed                | Niaz Ahmed                 | 23   | N       | Karachi Whites(1st) v Dacca                                                          | 1966-03-04 | Dacca Stadium, Dacca                                                          |
| Mike Smith             | Edwin Smith                | Edwin Smith                | 22   | N       | Warwickshire(2nd) v Derbyshire                                                       | 1966-06-29 | The Park, Buxton                                                              |
| Dilbaugh Singh         | Daljit Singh               | Daljit Singh               | 8    | N       | Jammu and Kashmir(2nd) v Southern Punjab                                             | 1966-09-30 | Amar Singh Club Ground, Srinagar                                              |
| Rajinder Singh         | Jagdish Singh              | Gurpal Singh               | 45   | N       | Northern Punjab(1st) v Railways                                                      | 1966-10-11 | Gandhi Stadium, Jalandhar                                                     |
| Harcharan Singh        | Gurpal Singh               | Gurpal Singh               | 23   | N       | Services(1st) v Railways                                                             | 1966-12-02 | Karnail Singh Stadium, Delhi                                                  |
| Jiban Ghosh            | William Ghosh              | William Ghosh              | 5    | N       | Bengal(2nd) v Railways                                                               | 1967-02-24 | Eden Gardens, Calcutta                                                        |
| Farrukh Ahmed          | Saeed Ahmed                | Younis Ahmed               | 25   | Y       | The Rest(2nd) v Pakistan                                                             | 1967-11-13 | Zafar Ali Stadium, Sahiwal                                                    |
| Jagroop Singh          | Jagdish Singh              | Jagdish Singh              | 12   | N       | Southern Punjab(1st) v Railways                                                      | 1967-12-15 | Karnail Singh Stadium, Delhi                                                  |
| Alan Smith             | David Smith                | David Smith                | 8    | N       | Warwickshire(1st) v Gloucestershire                                                  | 1969-05-21 | Edgbaston, Birmingham                                                         |
| Vijay Kumar            | Mahendra Kumar             | Mahendra Kumar             | 32   | N       | Mysore(1st) v Andhra                                                                 | 1969-08-09 | Police Parade Ground, Guntur                                                  |
| Baboo Khan             | Azam Khan                  | Azam Khan                  | 0    | N       | Bahawalpur(1st) v Karachi Blues                                                      | 1969-08-30 | Bahawal Stadium, Bahawalpur                                                   |
| Maazullah Khan         | Nazir Khan                 | Nazir Khan                 | 33   | N       | Peshawar(2nd) v Railways                                                             | 1969-09-14 | Railways Stadium, Lahore                                                      |
| Safiullah Khan         | Ahad Khan                  | Nazir Khan                 | 7    | N       | Peshawar(2nd) v Railways                                                             | 1969-09-14 | Railways Stadium, Lahore                                                      |
| Gurpal Singh           | Inderjit Singh             | Daljit Singh               | 9    | N       | Railways(1st) v Delhi                                                                | 1970-02-05 | Feroz Shah Kotla, Delhi                                                       |
| Waheed Yar Khan        | Gulfraz Khan               | Ahad Khan                  | 4    | N       | Pakistan International Airlines B(1st) v Railways                                    | 1970-02-20 | Railways Stadium, Lahore                                                      |
| Khalid Khan            | Aaqib Khan                 | Aslam Khan                 | 0    | N       | Multan(2nd) v Rawalpindi Greens                                                      | 1970-02-20 | General Head Quarters Ground, Rawalpindi                                      |
| Asif Ahmed             | Aftab Ahmed                | Nazir Ahmed                | 0    | N       | Karachi Whites(1st) v Sargodha                                                       | 1970-02-20 | Sports Stadium, Sargodha                                                      |
| Mike Smith             | David Smith                | David Smith                | 4    | N       | Warwickshire(1st) v Gloucestershire                                                  | 1970-05-27 | Edgbaston, Birmingham                                                         |
| Brijinder Singh        | Jasbir Singh               | Jasbir Singh               | 31   | N       | Jammu and Kashmir(1st) v Punjab                                                      | 1970-10-14 | Amar Singh Club Ground, Srinagar                                              |
| Ijaz Ahmed             | Jalil Ahmed                | Jalil Ahmed                | 6    | N       | Lahore Whites(2nd) v Hyderabad                                                       | 1971-01-15 | Niaz Stadium, Hyderabad                                                       |
| Imran Khan             | Nazir Khan                 | Nazir Khan                 | 40   | N       | Lahore Greens(2nd) v Railways                                                        | 1971-01-15 | Railways Stadium, Lahore                                                      |
| Daljit Singh           | Jasbir Singh               | Harminder Singh            | 90   | N       | Bihar(2nd) v Punjab                                                                  | 1971-02-18 | Keenan Stadium, Jamshedpur                                                    |
| Shafiq Ahmed           | Ijaz Ahmed                 | Izhar Ahmed                | 31   | N       | Punjab University, Lahore(1st) v Lahore                                              | 1971-03-25 | Punjab University Ground, Lahore                                              |
| Shafiq Ahmed           | Ijaz Ahmed                 | Izhar Ahmed                | 11   | N       | Punjab University, Lahore(1st) v Lahore                                              | 1971-09-07 | Iqbal Parks Ground, Lahore                                                    |
| Intikhab Ahmed         | Ijaz Ahmed                 | Izhar Ahmed                | 40   | N       | Punjab University, Lahore(1st) v Lahore                                              | 1971-09-07 | Iqbal Parks Ground, Lahore                                                    |
| Vithal Joshi           | Uday Joshi                 | Ashok Joshi                | 48   | N       | Maharashtra(1st) v Gujarat                                                           | 1971-12-18 | Morajee Nagar Ground, Bulsar                                                  |
| Naeem Ahmed            | Ijaz Ahmed                 | Ijaz Ahmed                 | 0    | N       | Karachi Greens(1st) v Multan                                                         | 1972-02-28 | Zafar Ali Stadium, Sahiwal                                                    |
| Waqar Khan             | Shakeel Khan               | Azam Khan                  | 9    | N       | Sargodha(1st) v Karachi Greens                                                       | 1972-03-07 | Lyallpur Stadium, Lyallpur                                                    |
| Masroor Ali            | Liaqat Ali                 | Liaqat Ali                 | 33   | N       | Hyderabad(2nd) v Karachi Blues                                                       | 1972-03-12 | Bakhtiari Youth Centre, Karachi                                               |
| Jagroop Singh          | Balwant Singh              | Jasbir Singh               | 0    | N       | Haryana(1st) v Punjab                                                                | 1972-11-24 | Gandhi Stadium, Jalandhar                                                     |
| Nazir Khan             | Iqbal Khan                 | Iqbal Khan                 | 1    | N       | Railways(1st) v Karachi Greens                                                       | 1972-12-15 | Railways Stadium, Lahore                                                      |
| Azhar Khan             | Ijaz Khan                  | Nazir Khan                 | 0    | N       | Lahore A(1st) v Railways                                                             | 1972-12-24 | Aitchison College Ground, Lahore                                              |
| Munawwar Hussain       | Sabahat Hussain            | Sabahat Hussain            | 11   | N       | Pakistan International Airlines(1st) v Baluchistan                                   | 1973-01-28 | Karachi Gymkhana Ground, Karachi                                              |
| Vijay Kumar            | Vaman Kumar                | Vaman Kumar                | 23   | N       | Karnataka(2nd) v Tamil Nadu                                                          | 1973-12-23 | M Chinnaswamy Stadium, Bangalore                                              |
| Najeeb Ahmed           | Mushtaq Ahmed              | Maqsood Ahmed              | 4    | N       | Lahore Reds(1st) v Sargodha                                                          | 1974-02-06 | Gaddafi Stadium, Lahore                                                       |
| Iqbal Butt             | Amjad Butt                 | Arif Butt                  | 22   | N       | North-West Frontier Province(2nd) v Railways                                         | 1974-02-18 | Peshawar Club Ground, Peshawar                                                |
| Sant Singh             | Jasbir Singh               | Jasbir Singh               | 29   | N       | Jammu and Kashmir(2nd) v Punjab                                                      | 1974-09-11 | Amar Singh Club Ground, Srinagar                                              |
| Azhar Khan             | Nazir Khan                 | Nazir Khan                 | 104  | N       | Pakistan Universities(1st) v Railways                                                | 1975-01-10 | Punjab University Ground, Lahore                                              |
| Naeem Ahmed            | Maqsood Ahmed              | Maqsood Ahmed              | 25   | N       | National Bank of Pakistan(1st) v Pakistan Universities                               | 1975-01-14 | Punjab University Ground, Lahore                                              |
| Alan Smith             | Robbie Smith               | Bruce Smith                | 15   | N       | Marylebone Cricket Club(1st) v Wellington                                            | 1975-02-15 | Basin Reserve, Wellington                                                     |
| Jasbir Singh           | Daljit Singh               | Daljit Singh               | 3    | N       | Punjab(1st) v Delhi                                                                  | 1975-12-03 | Sector 16 Stadium, Chandigarh                                                 |
| Syed Abid Ali          | Mushtaq Ali                | Mushtaq Ali                | 24   | N       | Hyderabad(2nd) v Railways                                                            | 1976-01-09 | Lal Bahadur Shastri Stadium, Hyderabad                                        |
| Howard Cooper          | Kevin Cooper               | Kevin Cooper               | 56   | N       | Yorkshire(1st) v Nottinghamshire                                                     | 1976-07-07 | Town Ground, Worksop                                                          |
| Zaki Ahmed             | Ijaz Ahmed                 | Ijaz Ahmed                 | 12   | N       | Punjab(2nd) v National Bank of Pakistan                                              | 1976-11-07 | Punjab University Ground, Lahore                                              |
| Afzaal Ahmed           | Zafar Ahmed                | Fareed Ahmed               | 11   | N       | National Bank of Pakistan(1st) v Karachi Blues                                       | 1976-12-28 | Karachi Gymkhana Ground, Karachi                                              |
| Athar Khan             | Mohsin Khan                | Azhar Khan                 | 1    | N       | Sargodha(1st) v Habib Bank Limited                                                   | 1978-02-19 | Iqbal Stadium, Faisalabad                                                     |
| Sudhakar Rao           | Bobby Rao                  | Bobby Rao                  | 56   | N       | Karnataka(1st) v Rest of India                                                       | 1978-09-16 | M Chinnaswamy Stadium, Bangalore                                              |
| Paramjit Singh         | Daljit Singh               | Jodh Singh                 | 0    | N       | Orissa(2nd) v Bihar                                                                  | 1978-12-09 | Keenan Stadium, Jamshedpur                                                    |
| Rashid Khan            | Mohsin Khan                | Azhar Khan                 | 19   | N       | Pakistan International Airlines(2nd) v Habib Bank Limited                            | 1978-12-12 | Bagh-e-Jinnah, Lahore                                                         |
| Nirmal Singh           | Mohinder Singh             | Yograj Singh               | 6    | N       | Jammu and Kashmir(1st) v Haryana                                                     | 1979-11-05 | Police Stadium, Bhiwani                                                       |
| Nagesh Singh           | Paramjit Singh             | Paramjit Singh             | 20   | N       | Assam(2nd) v Orissa                                                                  | 1979-11-22 | Barabati Stadium, Cuttack                                                     |
| Azmat Khan             | Azhar Khan                 | Azhar Khan                 | 9    | N       | Rawalpindi(1st) v Habib Bank Limited                                                 | 1980-01-11 | Bohranwala Ground, Faisalabad                                                 |
| Suresh Sharma          | Narender Sharma            | Narender Sharma            | 3    | N       | Punjab(1st) v Jammu and Kashmir                                                      | 1980-12-02 | Maulana Azad Memorial Stadium, Jammu                                          |
| Randhir Singh          | Jaswinder Singh            | Jaswinder Singh            | 2    | N       | Bihar(2nd) v Railways                                                                | 1981-01-30 | Karnail Singh Stadium, Delhi                                                  |
| Zahid Ahmed            | Tauseef Ahmed              | Tauseef Ahmed              | 6    | N       | Pakistan International Airlines(1st) v United Bank Limited                           | 1981-11-28 | Niaz Stadium, Hyderabad                                                       |
| Yashpal Sharma         | Gopal Sharma               | Gopal Sharma               | 134  | N       | North Zone(1st) v Central Zone                                                       | 1982-10-02 | Brabourne Stadium, Bombay                                                     |
| Zaheer Ahmed           | Tauseef Ahmed              | Tauseef Ahmed              | 4    | N       | Habib Bank Limited(1st) v United Bank Limited                                        | 1983-03-27 | Gaddafi Stadium, Lahore                                                       |
| Nick Pocock            | Pat Pocock                 | Pat Pocock                 | 30   | N       | Hampshire(1st) v Surrey                                                              | 1983-07-09 | County Ground, Southampton                                                    |
| Samiullah Khan         | Haaris Khan                | Haaris Khan                | 8    | N       | Sukkur(1st) v Hyderabad                                                              | 1983-10-11 | Niaz Stadium, Hyderabad                                                       |
| Arshad Pervez          | Shahid Pervez              | Shahid Pervez              | 13   | N       | Habib Bank Limited(2nd) v Pakistan Automobiles Corporation                           | 1983-11-19 | Lahore City Cricket Association Ground, Lahore                                |
| Azhar Khan             | Ilyas Khan                 | Ilyas Khan                 | 14   | N       | Habib Bank Limited(1st) v Muslim Commercial Bank                                     | 1983-12-13 | Bahawal Stadium, Bahawalpur                                                   |
| Atul Pandya            | Jayaprakash Pandya         | Jayaprakash Pandya         | 2    | N       | Saurashtra(2nd) v Gujarat                                                            | 1983-12-18 | Rajkumar College Ground, Rajkot                                               |
| Ijaz Ahmed             | Naeem Ahmed                | Aziz Ahmed                 | 9    | N       | House Building Finance Corporation(1st) v State Bank of Pakistan                     | 1983-12-19 | Lahore City Cricket Association Ground, Lahore                                |
| Naeem Ahmed            | Zahid Ahmed                | Zahid Ahmed                | 0    | N       | State Bank of Pakistan(1st) v Pakistan International Airlines                        | 1983-12-25 | Bahawal Stadium, Bahawalpur                                                   |
| Imtiaz Ahmed           | Zahid Ahmed                | Zahid Ahmed                | 4    | N       | State Bank of Pakistan(2nd) v Pakistan International Airlines                        | 1983-12-25 | Bahawal Stadium, Bahawalpur                                                   |
| Ijaz Ahmed             | Tauseef Ahmed              | Tauseef Ahmed              | 35   | N       | House Building Finance Corporation(1st) v United Bank Limited                        | 1985-01-28 | National Stadium, Karachi                                                     |
| Robin Brown            | Roger Brown                | Roger Brown                | 22   | N       | Zimbabwe(1st) v Young Australia                                                      | 1985-09-20 | Harare Sports Club, Harare                                                    |
| Shakeel Shah           | Zulfiqar Shah              | Zulfiqar Shah              | 0    | N       | Lahore Division(1st) v Gujranwala                                                    | 1985-11-14 | Jinnah Stadium, Sialkot                                                       |
| Suresh Mahadevan       | Tripunithura Mahadevan     | Tripunithura Mahadevan     | 2    | N       | Goa(2nd) v Kerala                                                                    | 1985-11-30 | Railway Stadium, Vasco da Gama                                                |
| Wesley Thomas          | Greg Thomas                | Greg Thomas                | 9    | N       | Windward Islands(1st) v England XI                                                   | 1986-02-01 | Arnos Vale Playing Field, Kingstown                                           |
| Ijaz Ahmed             | Zafar Ahmed                | Zahid Ahmed                | 40   | N       | Pakistan Automobiles Corporation(2nd) v Karachi                                      | 1986-04-01 | Gaddafi Stadium, Lahore                                                       |
| Neil Taylor            | Les Taylor                 | Les Taylor                 | 40   | N       | Kent(1st) v Leicestershire                                                           | 1986-08-02 | St Lawrence Ground, Canterbury                                                |
| Mohiuddin Khan         | Barkatullah Khan           | Barkatullah Khan           | 0    | N       | Muslim Commercial Bank(2nd) v National Bank of Pakistan                              | 1986-12-08 | Gaddafi Stadium, Lahore                                                       |
| Yashpal Sharma         | Rajkumar Sharma            | Rajkumar Sharma            | 22   | N       | Punjab(2nd) v Delhi                                                                  | 1986-12-22 | Feroz Shah Kotla, Delhi                                                       |
| Afzaal Butt            | Zulfiqar Butt              | Zulfiqar Butt              | 8    | N       | National Bank of Pakistan(1st) v Water and Power Development Authority               | 1987-02-28 | Municipal Stadium, Gujranwala                                                 |
| Pervez Shah            | Tahir Shah                 | Tahir Shah                 | 18   | N       | Lahore City(2nd) v National Bank of Pakistan                                         | 1987-03-09 | Jinnah Stadium, Sialkot                                                       |
| Tahir Shah             | Pervez Shah                | Pervez Shah                | 108  | N       | National Bank of Pakistan(2nd) v Lahore City                                         | 1987-03-09 | Jinnah Stadium, Sialkot                                                       |
| Zulfiqar Butt          | Shahid Butt                | Shahid Butt                | 27   | N       | Water and Power Development Authority(1st) v United Bank Limited                     | 1987-03-24 | Iqbal Stadium, Faisalabad                                                     |
| Mayur Patel            | Natu Patel                 | Dhansukh Patel             | 12   | N       | Baroda(1st) v Gujarat                                                                | 1987-12-25 | Moti Bagh Stadium, Vadodara                                                   |
| Natu Patel             | Mayur Patel                | Rashid Patel               | 4    | N       | Gujarat(1st) v Baroda                                                                | 1987-12-25 | Moti Bagh Stadium, Vadodara                                                   |
| Abdullah Khan          | Ilyas Khan                 | Ilyas Khan                 | 8    | N       | Pakistan National Shipping Corporation(2nd) v Muslim Commercial Bank                 | 1988-02-20 | Bahawal Stadium, Bahawalpur                                                   |
| Tariq Khan             | Sajid Khan                 | Nadeem Khan                | 12   | N       | Muslim Commercial Bank(2nd) v Karachi                                                | 1988-03-02 | Bakhtiari Youth Centre, Karachi                                               |
| Abdullah Khan          | Moin Khan                  | Nadeem Khan                | 14   | Y       | Pakistan National Shipping Corporation(2nd) v Karachi                                | 1988-03-06 | Aga Khan Gymkhana Ground, Karachi                                             |
| Ishtiaq Ahmed          | Mushtaq Ahmed              | Mushtaq Ahmed              | 33   | N       | Karachi(1st) v Multan                                                                | 1989-01-03 | National Stadium, Karachi                                                     |
| Azhar Khan             | Rashid Khan                | Rashid Khan                | 41   | N       | Habib Bank Limited(1st) v Pakistan International Airlines                            | 1989-02-06 | Pindi Club Ground, Rawalpindi                                                 |
| Rajinder Singh         | Bantoo Singh               | Maninder Singh             | 79   | N       | Bengal(2nd) v Delhi                                                                  | 1989-03-22 | Feroz Shah Kotla, Delhi                                                       |
| Jude de Silva          | Sudharman de Silva         | Sudharman de Silva         | 4    | N       | Panadura Sports Club(1st) v Moors Sports Club                                        | 1989-06-09 | Panadura Esplanade, Panadura                                                  |
| Jimmy Cook             | Nick Cook                  | Nick Cook                  | 46   | N       | Somerset(2nd) v Northamptonshire                                                     | 1989-06-24 | Wardown Park, Luton                                                           |
| Naeem Khan             | Haaris Khan                | Haaris Khan                | 0    | N       | Sargodha(1st) v Karachi Blues                                                        | 1989-10-23 | Sports Stadium, Sargodha                                                      |
